,Year,Comm. Code,Weight (kg),Quantity
10403,2011,294120,20.0,20.0
10405,2011,294130,11314.0,11314.0
10407,2011,294140,2830.0,2830.0
10409,2011,294150,12147.0,12147.0
10411,2011,294190,1096576.0,1096576.0
10413,2011,294200,990474.0,990474.0
9571,2010,290110,127860033.0,127860033.0
9573,2010,290121,815404897.0,815404897.0
9575,2010,290122,1524226558.0,1524226558.0
9577,2010,290123,2198846.0,2198846.0
9579,2010,290124,215688345.0,215688345.0
9581,2010,290129,50122856.0,50122856.0
9583,2010,290211,35641023.0,35641023.0
9585,2010,290219,34843311.0,34843311.0
9587,2010,290220,197218250.0,197218250.0
9589,2010,290230,829329104.0,829329104.0
9591,2010,290241,658544674.0,658544674.0
9593,2010,290242,3533777.0,3533777.0
9595,2010,290243,3527145419.0,3527145419.0
9597,2010,290244,137304.0,137304.0
9599,2010,290250,3685990863.0,3685990863.0
9601,2010,290260,14115427.0,14115427.0
9603,2010,290270,75055089.0,75055089.0
9605,2010,290290,46549563.0,46549563.0
9607,2010,290311,35727.0,35727.0
9609,2010,290312,7434423.0,7434423.0
9611,2010,290313,105700067.0,105700067.0
9612,2010,290315,357933406.0,357933406.0
9614,2010,290319,7354739.0,7354739.0
9616,2010,290321,1081142927.0,1081142927.0
9618,2010,290322,4829076.0,4829076.0
9620,2010,290323,42904282.0,42904282.0
9622,2010,290329,74740.0,74740.0
9624,2010,290339,4801133.0,4801133.0
9629,2010,290345,10229.0,10229.0
9630,2010,290346,19299.0,19299.0
9632,2010,290347,48479.0,48479.0
9634,2010,290349,310514.0,310514.0
9636,2010,290359,1431343.0,1431343.0
9638,2010,290361,5622228.0,5622228.0
9640,2010,290369,12052068.0,12052068.0
9642,2010,290410,4618691.0,4618691.0
9644,2010,290420,9140930.0,9140930.0
9646,2010,290490,2649701.0,2649701.0
9648,2010,290511,5184146184.0,5184146184.0
9650,2010,290512,147996863.0,147996863.0
9652,2010,290513,623506376.0,623506376.0
9654,2010,290514,241149741.0,241149741.0
9656,2010,290516,473377127.0,473377127.0
9658,2010,290517,23915148.0,23915148.0
9660,2010,290519,311417939.0,311417939.0
9662,2010,290522,2593747.0,2593747.0
9664,2010,290529,19859053.0,19859053.0
9666,2010,290531,6639893276.0,6639893276.0
9668,2010,290532,63168058.0,63168058.0
9670,2010,290539,211550343.0,211550343.0
9672,2010,290541,16945809.0,16945809.0
9674,2010,290542,2466848.0,2466848.0
9676,2010,290543,277206.0,277206.0
9678,2010,290544,2959261.0,2959261.0
9680,2010,290545,141201304.0,141201304.0
9682,2010,290549,4307440.0,4307440.0
9684,2010,290559,760664.0,760664.0
9686,2010,290611,7560044.0,7560044.0
9688,2010,290612,25352.0,25352.0
9690,2010,290613,335693.0,335693.0
9692,2010,290619,796304.0,796304.0
9694,2010,290621,321890.0,321890.0
9696,2010,290629,605605.0,605605.0
9698,2010,290711,624084669.0,624084669.0
9700,2010,290712,17138191.0,17138191.0
9702,2010,290713,25225834.0,25225834.0
9704,2010,290715,82140.0,82140.0
9706,2010,290719,17708279.0,17708279.0
9708,2010,290721,12060233.0,12060233.0
9710,2010,290722,4240991.0,4240991.0
9712,2010,290723,439259089.0,439259089.0
9714,2010,290729,9626540.0,9626540.0
9716,2010,290819,53355334.0,53355334.0
9718,2010,290899,1244590.0,1244590.0
9720,2010,290911,828.0,828.0
9722,2010,290919,741536060.0,741536060.0
9724,2010,290920,39919.0,39919.0
9726,2010,290930,5411153.0,5411153.0
9728,2010,290941,503394461.0,503394461.0
9730,2010,290943,131914199.0,131914199.0
9732,2010,290944,14218879.0,14218879.0
9734,2010,290949,43769887.0,43769887.0
9736,2010,290950,2581399.0,2581399.0
9738,2010,290960,4638296.0,4638296.0
9739,2010,291010,14779.0,14779.0
9741,2010,291020,361649083.0,361649083.0
9743,2010,291030,42774393.0,42774393.0
9745,2010,291090,8930590.0,8930590.0
9747,2010,291100,450670.0,450670.0
9749,2010,291211,318867.0,318867.0
9751,2010,291212,15784.0,15784.0
9753,2010,291219,24599799.0,24599799.0
9755,2010,291221,3660321.0,3660321.0
9757,2010,291229,2790029.0,2790029.0
9759,2010,291230,142543.0,142543.0
9761,2010,291241,364263.0,364263.0
9763,2010,291242,95810.0,95810.0
9765,2010,291249,1693335.0,1693335.0
9767,2010,291250,650776.0,650776.0
9769,2010,291260,23123360.0,23123360.0
9771,2010,291300,34987.0,34987.0
9773,2010,291411,752207816.0,752207816.0
9775,2010,291412,29789264.0,29789264.0
9777,2010,291413,27240407.0,27240407.0
9779,2010,291419,6999855.0,6999855.0
9781,2010,291421,25299.0,25299.0
9783,2010,291422,15131843.0,15131843.0
9785,2010,291423,1111864.0,1111864.0
9787,2010,291429,17153300.0,17153300.0
9789,2010,291439,1883131.0,1883131.0
9791,2010,291440,2297366.0,2297366.0
9793,2010,291450,675675.0,675675.0
9795,2010,291461,480171.0,480171.0
9797,2010,291469,1016970.0,1016970.0
9799,2010,291470,753670.0,753670.0
9801,2010,291511,1545745.0,1545745.0
9803,2010,291512,3050576.0,3050576.0
9805,2010,291513,162855.0,162855.0
9807,2010,291521,59539949.0,59539949.0
9809,2010,291524,25314053.0,25314053.0
9811,2010,291529,824840.0,824840.0
9813,2010,291531,701381.0,701381.0
9815,2010,291532,257682223.0,257682223.0
9817,2010,291533,15510463.0,15510463.0
9819,2010,291539,19128880.0,19128880.0
9821,2010,291540,1017476.0,1017476.0
9823,2010,291550,9326541.0,9326541.0
9825,2010,291560,15500808.0,15500808.0
9827,2010,291570,15932687.0,15932687.0
9829,2010,291590,84209250.0,84209250.0
9831,2010,291611,50824590.0,50824590.0
9833,2010,291612,63421056.0,63421056.0
9835,2010,291613,10084826.0,10084826.0
9837,2010,291614,98937077.0,98937077.0
9839,2010,291615,1842940.0,1842940.0
9841,2010,291619,787339.0,787339.0
9843,2010,291620,1640044.0,1640044.0
9845,2010,291631,3461794.0,3461794.0
9847,2010,291632,953877.0,953877.0
9849,2010,291634,772184.0,772184.0
9851,2010,291635,114696.0,114696.0
9853,2010,291639,2960421.0,2960421.0
9855,2010,291711,560615.0,560615.0
9857,2010,291712,68435895.0,68435895.0
9859,2010,291713,627582.0,627582.0
9861,2010,291714,932694.0,932694.0
9863,2010,291719,3796448.0,3796448.0
9865,2010,291720,17792109.0,17792109.0
9867,2010,291732,173618613.0,173618613.0
9869,2010,291733,95272648.0,95272648.0
9871,2010,291734,11684933.0,11684933.0
9873,2010,291735,147541779.0,147541779.0
9875,2010,291736,6641739756.0,6641739756.0
9877,2010,291737,20229328.0,20229328.0
9879,2010,291739,193277656.0,193277656.0
9881,2010,291811,7620687.0,7620687.0
9883,2010,291812,193210.0,193210.0
9885,2010,291813,399923.0,399923.0
9887,2010,291814,799565.0,799565.0
9889,2010,291815,1387086.0,1387086.0
9891,2010,291816,669279.0,669279.0
9893,2010,291819,4996981.0,4996981.0
9895,2010,291821,358018.0,358018.0
9897,2010,291822,2877.0,2877.0
9899,2010,291823,687681.0,687681.0
9901,2010,291829,7755271.0,7755271.0
9903,2010,291830,6213143.0,6213143.0
9905,2010,291899,2712364.0,2712364.0
9907,2010,291990,14335288.0,14335288.0
9909,2010,292019,83616.0,83616.0
9911,2010,292090,12842974.0,12842974.0
9913,2010,292111,23721.0,23721.0
9915,2010,292119,14069915.0,14069915.0
9917,2010,292121,53408700.0,53408700.0
9919,2010,292122,23840183.0,23840183.0
9921,2010,292129,41982284.0,41982284.0
9923,2010,292130,5820746.0,5820746.0
9925,2010,292141,92024805.0,92024805.0
9927,2010,292142,3534622.0,3534622.0
9929,2010,292143,25286195.0,25286195.0
9931,2010,292144,369043.0,369043.0
9933,2010,292145,73642.0,73642.0
9934,2010,292146,,
9936,2010,292149,3429012.0,3429012.0
9938,2010,292151,9283138.0,9283138.0
9940,2010,292159,6360038.0,6360038.0
9942,2010,292211,31654077.0,31654077.0
9944,2010,292212,82734983.0,82734983.0
9946,2010,292213,46941354.0,46941354.0
9947,2010,292214,144.0,144.0
9949,2010,292219,15536058.0,15536058.0
9951,2010,292221,114601.0,114601.0
9953,2010,292229,906861.0,906861.0
9954,2010,292231,1.0,1.0
9956,2010,292239,248424.0,248424.0
9958,2010,292241,7486871.0,7486871.0
9960,2010,292242,1620113.0,1620113.0
9962,2010,292243,2753.0,2753.0
9963,2010,292244,25.0,25.0
9965,2010,292249,12893638.0,12893638.0
9967,2010,292250,2245924.0,2245924.0
9969,2010,292310,4737622.0,4737622.0
9971,2010,292320,8289246.0,8289246.0
9973,2010,292390,15719307.0,15719307.0
9974,2010,292411,,
9977,2010,292419,30574920.0,30574920.0
9979,2010,292421,95593.0,95593.0
9981,2010,292423,11177.0,11177.0
9983,2010,292429,3975887.0,3975887.0
9985,2010,292511,139145.0,139145.0
9987,2010,292519,297811.0,297811.0
9989,2010,292529,2717774.0,2717774.0
9990,2010,292610,445787474.0,445787474.0
9992,2010,292620,629643.0,629643.0
9994,2010,292690,135141334.0,135141334.0
9996,2010,292700,2904835.0,2904835.0
9998,2010,292800,3720211.0,3720211.0
10000,2010,292910,262430915.0,262430915.0
10002,2010,292990,232514.0,232514.0
10004,2010,293020,547869.0,547869.0
10006,2010,293030,29120.0,29120.0
10008,2010,293040,107420360.0,107420360.0
10010,2010,293090,92049385.0,92049385.0
10012,2010,293100,39795903.0,39795903.0
10014,2010,293211,20301637.0,20301637.0
10016,2010,293212,824168.0,824168.0
10018,2010,293213,143037.0,143037.0
10020,2010,293219,188962.0,188962.0
10022,2010,293221,2719.0,2719.0
10024,2010,293229,5851468.0,5851468.0
10026,2010,293295,7.0,7.0
10028,2010,293299,2752318.0,2752318.0
10030,2010,293311,220182.0,220182.0
10032,2010,293319,91602.0,91602.0
10034,2010,293321,263846.0,263846.0
10036,2010,293329,1240019.0,1240019.0
10038,2010,293331,21403754.0,21403754.0
10040,2010,293332,2831802.0,2831802.0
10041,2010,293333,,
10044,2010,293339,10937203.0,10937203.0
10046,2010,293349,3075410.0,3075410.0
10048,2010,293352,11030.0,11030.0
10050,2010,293353,69.0,69.0
10051,2010,293354,,
10053,2010,293355,,
10055,2010,293359,9305708.0,9305708.0
10057,2010,293361,1512661.0,1512661.0
10059,2010,293369,9200487.0,9200487.0
10061,2010,293371,631438287.0,631438287.0
10063,2010,293379,4166270.0,4166270.0
10065,2010,293391,1915.0,1915.0
10067,2010,293399,3391829.0,3391829.0
10069,2010,293410,842539.0,842539.0
10071,2010,293420,448711.0,448711.0
10073,2010,293430,588160.0,588160.0
10074,2010,293491,,
10077,2010,293499,4448181.0,4448181.0
10079,2010,293500,2184309.0,2184309.0
10081,2010,293621,873853.0,873853.0
10083,2010,293622,43482.0,43482.0
10085,2010,293623,541717.0,541717.0
10087,2010,293624,381409.0,381409.0
10089,2010,293625,15360.0,15360.0
10091,2010,293626,6914.0,6914.0
10093,2010,293627,119945.0,119945.0
10095,2010,293628,6415288.0,6415288.0
10097,2010,293629,4392017.0,4392017.0
10099,2010,293690,103924.0,103924.0
10102,2010,293712,42.0,42.0
10103,2010,293719,,
10106,2010,293721,371.0,371.0
10108,2010,293722,188.0,188.0
10110,2010,293723,572.0,572.0
10112,2010,293729,331.0,331.0
10113,2010,293731,,
10116,2010,293739,26.0,26.0
10117,2010,293740,,
10120,2010,293750,1245.0,1245.0
10122,2010,293790,4695.0,4695.0
10124,2010,293810,100.0,100.0
10126,2010,293890,686067.0,686067.0
10128,2010,293911,334.0,334.0
10130,2010,293919,30314.0,30314.0
10132,2010,293920,26560.0,26560.0
10134,2010,293930,810.0,810.0
10138,2010,293943,25.0,25.0
10141,2010,293959,33.0,33.0
10142,2010,293961,4.0,4.0
10144,2010,293969,1374.0,1374.0
10145,2010,293991,,
10147,2010,293999,3895.0,3895.0
10149,2010,294000,4519855.0,4519855.0
10151,2010,294110,67693.0,67693.0
10153,2010,294120,6.0,6.0
10155,2010,294130,4845.0,4845.0
10157,2010,294140,1835.0,1835.0
10159,2010,294150,8214.0,8214.0
10161,2010,294190,1049668.0,1049668.0
10163,2010,294200,603250.0,603250.0
